"","PARK","BOROUGH","SIZE.(ACRES)","CATEGORY","MURDER","RAPE","ROBBERY","FELONY.ASSAULT","BURGLARY","GRAND.LARCENY","GRAND.LARCENY.OF.MOTOR.VEHICLE","TOTAL","Quarter","Year"
"8239","RAILROAD PARK QUEENS","QUEENS       ",16.439,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8240","BREUKELEN BALLFIELDS","BROOKLYN     ",16.16,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8241","FRANZ SIGEL PARK","BRONX        ",15.99,"ONE ACRE OR LARGER",0,0,3,0,0,0,0,3,"Q4",2016
"8242","THOMAS JEFFERSON PARK","MANHATTAN    ",15.524,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8243","ALICE AUSTEN PARK","STATEN ISLAND",15.524,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8244","MILL POND PARK","BRONX        ",15.496,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8245","SHERMAN CREEK","MANHATTAN    ",15.383,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8246","HARRIS PARK","BRONX        ",15.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8247","GOODHUE","STATEN ISLAND",15.064,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8248","MULLALY PARK","BRONX        ",15.049,"ONE ACRE OR LARGER",0,0,4,1,0,0,0,5,"Q4",2016
"8249","TREMONT PARK","BRONX        ",15,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8250","CARL SCHURZ PARK","MANHATTAN    ",14.938,"ONE ACRE OR LARGER",0,0,1,1,0,0,0,2,"Q4",2016
"8251","GRAND ARMY PLAZA BROOKLYN","BROOKLYN     ",14.257,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8252","VON BRIESEN PARK","STATEN ISLAND",13.938,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8253","MOTOR PARKWAY","QUEENS       ",13.894,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8254","UNNAMED PARK ON BEACH CHANNEL DRIVE & BEACH 116TH STREET TO BEACH 108TH STREET","QUEENS       ",13.826,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8255","BEACH 17 PLAYGROUND","QUEENS       ",13.75,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8256","TUDOR PARK","QUEENS       ",13.543,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8257","AQUEDUCT WALK","BRONX        ",13.533,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8258","FATHER MACRIS PARK","STATEN ISLAND",13.469,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8259","STARLIGHT PARK","BRONX        ",12.93,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8260","JACKIE ROBINSON PARK MANHATTAN","MANHATTAN    ",12.772,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,"Q4",2016
"8261","BROOKLYN MUSEUM","BROOKLYN     ",12.66,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8262","BEACH CHANNEL PARK","QUEENS       ",12.624,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8263","GREENBELT NATIVE PLANT CENTER","STATEN ISLAND",12.247,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8264","BOWNE PARK","QUEENS       ",11.788,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8265","SETON PARK","BRONX        ",11.689,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8266","RUFUS KING PARK","QUEENS       ",11.5,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8267","FRANK GOLDEN PARK","QUEENS       ",11.422,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8268","ST. JAMES PARK","BRONX        ",11.39,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8269","RICHMOND TERRACE WETLANDS","STATEN ISLAND",11.193,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8270","BARRETTO POINT PARK","BRONX        ",11.161,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8271","ST. ALBANS PARK","QUEENS       ",10.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8272","GEMINI FIELDS","QUEENS       ",10.761,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8273","GIVANS CREEK WOODS","BRONX        ",10.735,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8274","BETSY HEAD PARK","BROOKLYN     ",10.555,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8275","TOMPKINS SQUARE PARK","MANHATTAN    ",10.502,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,"Q4",2016
"8276","CPL. THOMPSON PARK","STATEN ISLAND",10.5,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8277","COMMODORE BARRY PARK","BROOKLYN     ",10.391,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8278","CADMAN PLAZA PARK","BROOKLYN     ",10.384,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8279","BROADWAY MALLS","MANHATTAN    ",10.242,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8280","STEEPLECHASE PARK","BROOKLYN     ",10.01,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8281","HUNTER'S POINT SOUTH PARK","QUEENS       ",10,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8282","UNNAMED PARK ON RICHMOND TERRACE","STATEN ISLAND",9.934,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8283","HYBRID OAK WOODS PARK","STATEN ISLAND",9.763,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8284","WASHINGTON SQUARE PARK","MANHATTAN    ",9.749,"ONE ACRE OR LARGER",0,0,0,1,0,3,0,4,"Q4",2016
"8285","BRYANT PARK","MANHATTAN    ",9.603,"ONE ACRE OR LARGER",0,0,0,0,2,6,0,8,"Q4",2016
"8286","ROCKAWAY FREEWAY","QUEENS       ",9.404,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8287","BICENTENNIAL VETERANS MEMORIAL PARK","BRONX        ",9.395,"ONE ACRE OR LARGER",0,0,0,0,1,0,0,1,"Q4",2016
"8288","SUNSET COVE PARK","QUEENS       ",9.375,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8289","ST. JOHN'S RECREATION CENTER","BROOKLYN     ",9.339,"ONE ACRE OR LARGER",0,1,1,0,0,0,0,2,"Q4",2016
"8290","LINDEN PARK","BROOKLYN     ",9.322,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8291","HAFFEN PARK","BRONX        ",9.238,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8292","ALLISON POND PARK","STATEN ISLAND",9.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8293","GRANITEVILLE SWAMP PARK","STATEN ISLAND",9.187,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8294","TOTTENVILLE SHORE PARK","STATEN ISLAND",9.181,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8295","CAPTAIN TILLY PARK","QUEENS       ",9.16,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8296","HARVEY PARK","QUEENS       ",9.154,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8297","MSGR. MCGOLRICK PARK","BROOKLYN     ",9.134,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8298","BUSHWICK INLET PARK","BROOKLYN     ",9.01,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8299","HENRY HUDSON PARK","BRONX        ",8.972,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8300","FRANK PRINCIPE PARK","QUEENS       ",8.899,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8301","CASTLE HILL PARK","BRONX        ",8.834,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8302","ROCHDALE PARK","QUEENS       ",8.833,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8303","ABE STARK SKATING RINK","BROOKLYN     ",8.807,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8304","CITY HALL PARK","MANHATTAN    ",8.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8305","EAST RIVER WATERFRONT ESPLANADE","MANHATTAN    ",8.761,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8306","CROTONA PARKWAY MALLS","BRONX        ",8.75,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8307","CONEY ISLAND CREEK PARK","BROOKLYN     ",8.663,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8308","MILL ROCK PARK","MANHATTAN    ",8.639,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8309","EAST RIVER ESPLANADE E 90TH ST TO E 125TH ST","MANHATTAN    ",8.595,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8310","JOHN J CARTY PARK","BROOKLYN     ",8.565,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8311","COFFEY PARK","BROOKLYN     ",8.271,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8312","BARRETT PARK","STATEN ISLAND",8.108,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8313","RAINEY PARK QUEENS","QUEENS       ",8.09,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8314","LAGUARDIA LANDING LIGHTS","QUEENS       ",8.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8315","CITY ISLAND WETLANDS","BRONX        ",8.005,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8316","SARA D. ROOSEVELT PARK","MANHATTAN    ",7.85,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q4",2016
"8317","EWEN PARK","BRONX        ",7.84,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q4",2016
"8318","HERBERT VON KING PARK","BROOKLYN     ",7.819,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8319","MOUNT PROSPECT PARK","BROOKLYN     ",7.79,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8320","RAINEY PARK BRONX","BRONX        ",7.738,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8321","DETECTIVE KEITH L WILLIAMS PARK","QUEENS       ",7.683,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8322","FLUSHING FIELDS","QUEENS       ",7.671,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8323","PALMER INLET","BRONX        ",7.49,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8324","MIDLAND FIELD","STATEN ISLAND",7.463,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8325","SCHMUL PARK","STATEN ISLAND",7.395,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8326","BRIDGE PARK BRONX","BRONX        ",7.156,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8327","BEACH 30TH STREET PLAYGROUND","QUEENS       ",7.122,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8328","BROWER PARK","BROOKLYN     ",7.047,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8329","JOYCE KILMER PARK","BRONX        ",6.882,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8330","MARIA HERNANDEZ PARK","BROOKLYN     ",6.873,"ONE ACRE OR LARGER",0,0,1,1,0,1,0,3,"Q4",2016
"8331","THE HIGH LINE","MANHATTAN    ",6.73,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8332","FRIENDS FIELD","BROOKLYN     ",6.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8333","LINDOWER PARK","BROOKLYN     ",6.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8334","J. HOOD WRIGHT PARK","MANHATTAN    ",6.699,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q4",2016
"8335","WNYC TRANSMITTER PARK","BROOKLYN     ",6.611,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8336","SPUYTEN DUYVIL SHOREFRONT PARK","BRONX        ",6.6,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8337","PARK AVENUE MALLS","MANHATTAN    ",6.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8338","WESTWOOD PARK","STATEN ISLAND",6.563,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8339","UNION SQUARE PARK","MANHATTAN    ",6.51,"ONE ACRE OR LARGER",0,0,0,1,0,6,0,7,"Q4",2016
"8340","CONCRETE PLANT PARK","BRONX        ",6.438,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8341","COL. YOUNG PLAYGROUND","MANHATTAN    ",6.423,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8342","BRADYS POND PARK","STATEN ISLAND",6.402,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8343","COOPER PARK","BROOKLYN     ",6.401,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8344","GRAVESEND PARK","BROOKLYN     ",6.379,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8345","DR. CHARLES R. DREW PARK","QUEENS       ",6.336,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8346","TRINITY PARK","BROOKLYN     ",6.3,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8347","MADISON SQUARE PARK","MANHATTAN    ",6.234,"ONE ACRE OR LARGER",0,0,0,0,0,3,0,3,"Q4",2016
"8348","ELMHURST PARK","QUEENS       ",6.219,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8349","FORT HAMILTON ATHLETIC FIELD","BROOKLYN     ",6.194,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8350","AMBROSINI FIELD","BRONX        ",6.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8351","CLEARVIEW PARK","QUEENS       ",6.05,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8352","RALPH DEMARCO PARK","QUEENS       ",6.03,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8353","WINGATE PARK","BROOKLYN     ",5.888,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8354","UNNAMED PARK ON DRUMGOOLE ROAD & HUGUENOT AVENUE","STATEN ISLAND",5.848,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8355","DE WITT CLINTON PARK","MANHATTAN    ",5.829,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8356","UNNAMED PARK ON BOUNDARY AVENUE","STATEN ISLAND",5.765,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8357","VAN VOORHEES PARK","BROOKLYN     ",5.739,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8358","HALLETS COVE PLAYGROUND","QUEENS       ",5.7,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8359","MCKINLEY PARK","BROOKLYN     ",5.655,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8360","SOUTHERN FIELDS","QUEENS       ",5.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8361","DEVOE PARK","BRONX        ",5.44,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8362","ST. MICHAEL'S PLAYGROUND","QUEENS       ",5.43,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8363","MAFERA PARK","QUEENS       ",5.4,"ONE ACRE OR LARGER",0,0,0,1,0,0,0,1,"Q4",2016
"8364","KENNEDY PLAYGROUND","QUEENS       ",5.4,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8365","SEAGIRT AVE WETLANDS","QUEENS       ",5.323,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8366","JOHN PAUL JONES PARK","BROOKLYN     ",5.317,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8367","WALKER PARK","STATEN ISLAND",5.278,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8368","OLD PLACE CREEK PARK","STATEN ISLAND",5.233,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8369","HOOVER - MANTON PLAYGROUNDS","QUEENS       ",5.2,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8370","GEN. DOUGLAS MACARTHUR PARK","STATEN ISLAND",5.165,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8371","GROVER CLEVELAND PLAYGROUND","QUEENS       ",5.1,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8372","POLICE OFFICER EDWARD BYRNE PARK","QUEENS       ",4.966,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8373","CYPRESS HILLS PLAYGROUND","BROOKLYN     ",4.947,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8374","SETH LOW PLAYGROUND/ BEALIN SQUARE","BROOKLYN     ",4.945,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8375","KELLY PARK","BROOKLYN     ",4.896,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8376","SOCRATES SCULPTURE PARK","QUEENS       ",4.893,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8377","BEACH 9 PLAYGROUND","QUEENS       ",4.863,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8378","SOUTH BEACH WETLANDS","STATEN ISLAND",4.794,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8379","NAPLES PLAYGROUND","STATEN ISLAND",4.784,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8380","RAOUL WALLENBERG FOREST","BRONX        ",4.73,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8381","WEST HARLEM PIERS","MANHATTAN    ",4.712,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8382","SPORTS PARK","STATEN ISLAND",4.647,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8383","WASHINGTON'S WALK","BRONX        ",4.637,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8384","CAMBRIA PLAYGROUND","QUEENS       ",4.635,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8385","MARCONI PARK","QUEENS       ",4.635,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8386","VALENTINO PIER","BROOKLYN     ",4.525,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8387","GRANITEVILLE QUARRY PARK","STATEN ISLAND",4.465,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8388","MONTBELLIER PARK","QUEENS       ",4.427,"ONE ACRE OR LARGER",0,0,2,0,0,0,0,2,"Q4",2016
"8389","QUARRY BALLFIELDS","BRONX        ",4.417,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8390","RICHMAN (ECHO) PARK","BRONX        ",4.385,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8391","JEROME PARK","BRONX        ",4.359,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8392","CORLEARS HOOK PARK","MANHATTAN    ",4.355,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q4",2016
"8393","PHIL ""SCOOTER"" RIZZUTO PARK","QUEENS       ",4.353,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8394","ASPHALT GREEN","MANHATTAN    ",4.35,"ONE ACRE OR LARGER",0,0,0,0,0,2,0,2,"Q4",2016
"8395","FABER POOL AND PARK","STATEN ISLAND",4.339,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8396","MACHATE CIRCLE","BROOKLYN     ",4.32,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8397","HAMILTON FISH PARK","MANHATTAN    ",4.3,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8398","TIFFANY STREET PIER","BRONX        ",4.231,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8399","KINGDOM POND PARK","STATEN ISLAND",4.22,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8400","COLUMBUS PARK BROOKLYN","BROOKLYN     ",4.14,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8401","STAPLETON PLAYGROUND","STATEN ISLAND",4.096,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8402","STERNBERG PARK","BROOKLYN     ",4.044,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8403","COLUCCI PLAYGROUND","BRONX        ",4,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8404","NORTHERLEIGH PARK","STATEN ISLAND",3.955,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8405","STUYVESANT SQUARE","MANHATTAN    ",3.928,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8406","LAST CHANCE POND PARK","STATEN ISLAND",3.903,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8407","FORDHAM LANDING PLAYGROUND","BRONX        ",3.9,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8408","CHELSEA PARK","MANHATTAN    ",3.9,"ONE ACRE OR LARGER",0,0,0,0,0,1,0,1,"Q4",2016
"8409","NORTH 5TH STREET PIER AND PARK","BROOKLYN     ",3.882,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8410","HAGGERTY PARK","QUEENS       ",3.867,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8411","JACOB H. SCHIFF PLAYGROUND","MANHATTAN    ",3.852,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8412","GRANT PARK","BRONX        ",3.85,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8413","EAST ELMHURST PLAYGROUND","QUEENS       ",3.827,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8414","JOSEPH AUSTIN PLAYGROUND","QUEENS       ",3.814,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8415","UNNAMED PARK ON ROCKAWAY BOARDWALK & CREST ROAD","QUEENS       ",3.809,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8416","LINCOLN CENTER PLAZA","MANHATTAN    ",3.8,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8417","INGRAM WOODS","STATEN ISLAND",3.77,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8418","FARM PLAYGROUND","QUEENS       ",3.757,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8419","HINTON PARK","QUEENS       ",3.735,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8420","LOUIS PASTEUR PARK","QUEENS       ",3.673,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8421","WHITEY FORD FIELD","QUEENS       ",3.622,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8422","POMONOK PLAYGROUND","QUEENS       ",3.596,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8423","CLAWSON PLAYGROUND","STATEN ISLAND",3.593,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8424","BENNETT REST","MANHATTAN    ",3.567,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8425","GOVERNOR SMITH PLAYGROUND","BRONX        ",3.564,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8426","PAERDEGAT PARK","BROOKLYN     ",3.56,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8427","AMERSFORT PARK","BROOKLYN     ",3.557,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8428","CITY LINE PARK","BROOKLYN     ",3.552,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8429","BAILEY PLAYGROUND","BRONX        ",3.533,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8430","NAUTILUS PLAYGROUND QUEENS","QUEENS       ",3.52,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8431","VINMONT VETERAN PARK","BRONX        ",3.5,"ONE ACRE OR LARGER",0,0,1,0,0,0,0,1,"Q4",2016
"8432","MCDONALD PLAYGROUND BROOKLYN","BROOKLYN     ",3.485,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8433","THE OLDE TOWNE OF FLUSHING BURIAL GROUND","QUEENS       ",3.474,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
"8434","WEGENER PARK","STATEN ISLAND",3.464,"ONE ACRE OR LARGER",0,0,0,0,0,0,0,0,"Q4",2016
